county,precinct,office,district,party,candidate,votes
Indiana,Pine #1,State Senate,41,DEM,Susan Boser,0
Indiana,Pine #1,State Senate,41,DEM,Joe Pitman,0
Indiana,Pine #1,State Senate,41,DEM,Smith,0
Indiana,Pine #1,State Senate,41,DEM,Struzzi,0
Indiana,Pine #1,State Senate,41,DEM,Josie Cunningham,0
Indiana,Pine #1,State Senate,41,DEM,Jim Watta,0
Indiana,Pine #1,State Senate,41,DEM,Charles Olson,0
Indiana,Pine #1,State Senate,41,DEM,Dana Henry,0
Indiana,Pine #1,State Senate,41,DEM,Juanita Hoover,0
Indiana,Pine #2,State Senate,41,DEM,Sam Shutter,0
Indiana,Pine #2,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Pine #2,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Pine #2,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Pine #2,State Senate,41,DEM,Joe Pittman,0
Indiana,Pine #2,State Senate,41,DEM,Susan Boser,0
Indiana,Pine #2,State Senate,41,DEM,Joe Pitman,0
Indiana,Pine #2,State Senate,41,DEM,Smith,0
Indiana,Pine #2,State Senate,41,DEM,Struzzi,0
Indiana,Pine #2,State Senate,41,DEM,Josie Cunningham,0
Indiana,Pine #2,State Senate,41,DEM,Jim Watta,0
Indiana,Pine #2,State Senate,41,DEM,Charles Olson,0
Indiana,Pine #2,State Senate,41,DEM,Dana Henry,0
Indiana,Pine #2,State Senate,41,DEM,Juanita Hoover,0
Indiana,Pine #3,State Senate,41,DEM,Sam Shutter,0
Indiana,Pine #3,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Pine #3,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Pine #3,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Pine #3,State Senate,41,DEM,Joe Pittman,0
Indiana,Pine #3,State Senate,41,DEM,Susan Boser,0
Indiana,Pine #3,State Senate,41,DEM,Joe Pitman,0
Indiana,Pine #3,State Senate,41,DEM,Smith,0
Indiana,Pine #3,State Senate,41,DEM,Struzzi,0
Indiana,Pine #3,State Senate,41,DEM,Josie Cunningham,0
Indiana,Pine #3,State Senate,41,DEM,Jim Watta,0
Indiana,Pine #3,State Senate,41,DEM,Charles Olson,0
Indiana,Pine #3,State Senate,41,DEM,Dana Henry,0
Indiana,Pine #3,State Senate,41,DEM,Juanita Hoover,0
Indiana,Plumville,State Senate,41,DEM,Sam Shutter,0
Indiana,Plumville,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Plumville,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Plumville,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Plumville,State Senate,41,DEM,Joe Pittman,1
Indiana,Plumville,State Senate,41,DEM,Susan Boser,0
Indiana,Plumville,State Senate,41,DEM,Joe Pitman,0
Indiana,Plumville,State Senate,41,DEM,Smith,0
Indiana,Plumville,State Senate,41,DEM,Struzzi,0
Indiana,Plumville,State Senate,41,DEM,Josie Cunningham,0
Indiana,Plumville,State Senate,41,DEM,Jim Watta,0
Indiana,Plumville,State Senate,41,DEM,Charles Olson,0
Indiana,Plumville,State Senate,41,DEM,Dana Henry,0
Indiana,Plumville,State Senate,41,DEM,Juanita Hoover,0
Indiana,Rayne,State Senate,41,DEM,Sam Shutter,0
Indiana,Rayne,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Rayne,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Rayne,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Rayne,State Senate,41,DEM,Joe Pittman,0
Indiana,Rayne,State Senate,41,DEM,Susan Boser,0
Indiana,Rayne,State Senate,41,DEM,Joe Pitman,0
Indiana,Rayne,State Senate,41,DEM,Smith,0
Indiana,Rayne,State Senate,41,DEM,Struzzi,0
Indiana,Rayne,State Senate,41,DEM,Josie Cunningham,0
Indiana,Rayne,State Senate,41,DEM,Jim Watta,1
Indiana,Rayne,State Senate,41,DEM,Charles Olson,0
Indiana,Rayne,State Senate,41,DEM,Dana Henry,0
Indiana,Rayne,State Senate,41,DEM,Juanita Hoover,0
Indiana,Saltsburg,State Senate,41,DEM,Sam Shutter,0
Indiana,Saltsburg,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Saltsburg,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Saltsburg,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Saltsburg,State Senate,41,DEM,Joe Pittman,0
Indiana,Saltsburg,State Senate,41,DEM,Susan Boser,0
Indiana,Saltsburg,State Senate,41,DEM,Joe Pitman,0
Indiana,Saltsburg,State Senate,41,DEM,Smith,0
Indiana,Saltsburg,State Senate,41,DEM,Struzzi,0
Indiana,Saltsburg,State Senate,41,DEM,Josie Cunningham,0
Indiana,Saltsburg,State Senate,41,DEM,Jim Watta,0
Indiana,Saltsburg,State Senate,41,DEM,Charles Olson,0
Indiana,Saltsburg,State Senate,41,DEM,Dana Henry,0
Indiana,Saltsburg,State Senate,41,DEM,Juanita Hoover,0
Indiana,Shelocta,State Senate,41,DEM,Sam Shutter,0
Indiana,Shelocta,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Shelocta,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Shelocta,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Shelocta,State Senate,41,DEM,Joe Pittman,0
Indiana,Shelocta,State Senate,41,DEM,Susan Boser,0
Indiana,Shelocta,State Senate,41,DEM,Joe Pitman,0
Indiana,Shelocta,State Senate,41,DEM,Smith,0
Indiana,Shelocta,State Senate,41,DEM,Struzzi,0
Indiana,Shelocta,State Senate,41,DEM,Josie Cunningham,0
Indiana,Shelocta,State Senate,41,DEM,Jim Watta,0
Indiana,Shelocta,State Senate,41,DEM,Charles Olson,0
Indiana,Shelocta,State Senate,41,DEM,Dana Henry,0
Indiana,Shelocta,State Senate,41,DEM,Juanita Hoover,0
Indiana,Smicksburg,State Senate,41,DEM,Sam Shutter,0
Indiana,Smicksburg,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Smicksburg,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Smicksburg,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Smicksburg,State Senate,41,DEM,Joe Pittman,0
Indiana,Smicksburg,State Senate,41,DEM,Susan Boser,0
Indiana,Smicksburg,State Senate,41,DEM,Joe Pitman,0
Indiana,Smicksburg,State Senate,41,DEM,Smith,0
Indiana,Smicksburg,State Senate,41,DEM,Struzzi,0
Indiana,Smicksburg,State Senate,41,DEM,Josie Cunningham,0
Indiana,Smicksburg,State Senate,41,DEM,Jim Watta,0
Indiana,Smicksburg,State Senate,41,DEM,Charles Olson,0
Indiana,Smicksburg,State Senate,41,DEM,Dana Henry,0
Indiana,Smicksburg,State Senate,41,DEM,Juanita Hoover,0
Indiana,Washington,State Senate,41,DEM,Sam Shutter,0
Indiana,Washington,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Washington,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Washington,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Washington,State Senate,41,DEM,Joe Pittman,1
Indiana,Washington,State Senate,41,DEM,Susan Boser,0
Indiana,Washington,State Senate,41,DEM,Joe Pitman,0
Indiana,Washington,State Senate,41,DEM,Smith,0
Indiana,Washington,State Senate,41,DEM,Struzzi,1
Indiana,Washington,State Senate,41,DEM,Josie Cunningham,0
Indiana,Washington,State Senate,41,DEM,Jim Watta,0
Indiana,Washington,State Senate,41,DEM,Charles Olson,0
Indiana,Washington,State Senate,41,DEM,Dana Henry,0
Indiana,Washington,State Senate,41,DEM,Juanita Hoover,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Sam Shutter,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Jeff Widdowson,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Logan Dellafiora,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Joe Pittman,1
Indiana,East Wheatfield #1,State Senate,41,DEM,Susan Boser,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Joe Pitman,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Smith,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Struzzi,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Josie Cunningham,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Jim Watta,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Charles Olson,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Dana Henry,0
Indiana,East Wheatfield #1,State Senate,41,DEM,Juanita Hoover,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Sam Shutter,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Jeff Widdowson,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Logan Dellafiora,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Joe Pittman,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Susan Boser,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Joe Pitman,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Smith,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Struzzi,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Josie Cunningham,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Jim Watta,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Charles Olson,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Dana Henry,0
Indiana,East Wheatfield #2,State Senate,41,DEM,Juanita Hoover,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Sam Shutter,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Jeff Widdowson,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Logan Dellafiora,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Joe Pittman,3
Indiana,West Wheatfield #1,State Senate,41,DEM,Susan Boser,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Joe Pitman,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Smith,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Struzzi,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Josie Cunningham,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Jim Watta,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Charles Olson,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Dana Henry,0
Indiana,West Wheatfield #1,State Senate,41,DEM,Juanita Hoover,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Sam Shutter,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Jeff Widdowson,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Logan Dellafiora,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Joe Pittman,1
Indiana,West Wheatfield #2,State Senate,41,DEM,Susan Boser,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Joe Pitman,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Smith,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Struzzi,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Josie Cunningham,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Jim Watta,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Charles Olson,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Dana Henry,0
Indiana,West Wheatfield #2,State Senate,41,DEM,Juanita Hoover,0
Indiana,White #1,State Senate,41,DEM,Sam Shutter,0
Indiana,White #1,State Senate,41,DEM,Jeff Widdowson,0
Indiana,White #1,State Senate,41,DEM,Logan Dellafiora,0
Indiana,White #1,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,White #1,State Senate,41,DEM,Joe Pittman,2
Indiana,White #1,State Senate,41,DEM,Susan Boser,0
Indiana,White #1,State Senate,41,DEM,Joe Pitman,0
Indiana,White #1,State Senate,41,DEM,Smith,0
Indiana,White #1,State Senate,41,DEM,Struzzi,0
Indiana,White #1,State Senate,41,DEM,Josie Cunningham,0
Indiana,White #1,State Senate,41,DEM,Jim Watta,0
Indiana,White #1,State Senate,41,DEM,Charles Olson,0
Indiana,White #1,State Senate,41,DEM,Dana Henry,0
Indiana,White #1,State Senate,41,DEM,Juanita Hoover,0
Indiana,White #2,State Senate,41,DEM,Sam Shutter,0
Indiana,White #2,State Senate,41,DEM,Jeff Widdowson,0
Indiana,White #2,State Senate,41,DEM,Logan Dellafiora,0
Indiana,White #2,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,White #2,State Senate,41,DEM,Joe Pittman,8
Indiana,White #2,State Senate,41,DEM,Susan Boser,0
Indiana,White #2,State Senate,41,DEM,Joe Pitman,0
Indiana,White #2,State Senate,41,DEM,Smith,0
Indiana,White #2,State Senate,41,DEM,Struzzi,0
Indiana,White #2,State Senate,41,DEM,Josie Cunningham,0
Indiana,White #2,State Senate,41,DEM,Jim Watta,0
Indiana,White #2,State Senate,41,DEM,Charles Olson,0
Indiana,White #2,State Senate,41,DEM,Dana Henry,0
Indiana,White #2,State Senate,41,DEM,Juanita Hoover,0
Indiana,White #3/1,State Senate,41,DEM,Sam Shutter,0
Indiana,White #3/1,State Senate,41,DEM,Jeff Widdowson,0
Indiana,White #3/1,State Senate,41,DEM,Logan Dellafiora,0
Indiana,White #3/1,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,White #3/1,State Senate,41,DEM,Joe Pittman,5
Indiana,White #3/1,State Senate,41,DEM,Susan Boser,0
Indiana,White #3/1,State Senate,41,DEM,Joe Pitman,0
Indiana,White #3/1,State Senate,41,DEM,Smith,0
Indiana,White #3/1,State Senate,41,DEM,Struzzi,0
Indiana,White #3/1,State Senate,41,DEM,Josie Cunningham,0
Indiana,White #3/1,State Senate,41,DEM,Jim Watta,0
Indiana,White #3/1,State Senate,41,DEM,Charles Olson,0
Indiana,White #3/1,State Senate,41,DEM,Dana Henry,0
Indiana,White #3/1,State Senate,41,DEM,Juanita Hoover,0
Indiana,White #3/2,State Senate,41,DEM,Sam Shutter,0
Indiana,White #3/2,State Senate,41,DEM,Jeff Widdowson,0
Indiana,White #3/2,State Senate,41,DEM,Logan Dellafiora,0
Indiana,White #3/2,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,White #3/2,State Senate,41,DEM,Joe Pittman,6
Indiana,White #3/2,State Senate,41,DEM,Susan Boser,0
Indiana,White #3/2,State Senate,41,DEM,Joe Pitman,0
Indiana,White #3/2,State Senate,41,DEM,Smith,0
Indiana,White #3/2,State Senate,41,DEM,Struzzi,0
Indiana,White #3/2,State Senate,41,DEM,Josie Cunningham,0
Indiana,White #3/2,State Senate,41,DEM,Jim Watta,0
Indiana,White #3/2,State Senate,41,DEM,Charles Olson,0
Indiana,White #3/2,State Senate,41,DEM,Dana Henry,0
Indiana,White #3/2,State Senate,41,DEM,Juanita Hoover,0
Indiana,White #3/3,State Senate,41,DEM,Sam Shutter,0
Indiana,White #3/3,State Senate,41,DEM,Jeff Widdowson,0
Indiana,White #3/3,State Senate,41,DEM,Logan Dellafiora,0
Indiana,White #3/3,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,White #3/3,State Senate,41,DEM,Joe Pittman,0
Indiana,White #3/3,State Senate,41,DEM,Susan Boser,0
Indiana,White #3/3,State Senate,41,DEM,Joe Pitman,0
Indiana,White #3/3,State Senate,41,DEM,Smith,0
Indiana,White #3/3,State Senate,41,DEM,Struzzi,0
Indiana,White #3/3,State Senate,41,DEM,Josie Cunningham,0
Indiana,White #3/3,State Senate,41,DEM,Jim Watta,0
Indiana,White #3/3,State Senate,41,DEM,Charles Olson,0
Indiana,White #3/3,State Senate,41,DEM,Dana Henry,0
Indiana,White #3/3,State Senate,41,DEM,Juanita Hoover,0
Indiana,White #4-5,State Senate,41,DEM,Sam Shutter,0
Indiana,White #4-5,State Senate,41,DEM,Jeff Widdowson,0
Indiana,White #4-5,State Senate,41,DEM,Logan Dellafiora,0
Indiana,White #4-5,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,White #4-5,State Senate,41,DEM,Joe Pittman,2
Indiana,White #4-5,State Senate,41,DEM,Susan Boser,0
Indiana,White #4-5,State Senate,41,DEM,Joe Pitman,0
Indiana,White #4-5,State Senate,41,DEM,Smith,0
Indiana,White #4-5,State Senate,41,DEM,Struzzi,0
Indiana,White #4-5,State Senate,41,DEM,Josie Cunningham,0
Indiana,White #4-5,State Senate,41,DEM,Jim Watta,0
Indiana,White #4-5,State Senate,41,DEM,Charles Olson,0
Indiana,White #4-5,State Senate,41,DEM,Dana Henry,0
Indiana,White #4-5,State Senate,41,DEM,Juanita Hoover,0
Indiana,White #6,State Senate,41,DEM,Sam Shutter,0
Indiana,White #6,State Senate,41,DEM,Jeff Widdowson,0
Indiana,White #6,State Senate,41,DEM,Logan Dellafiora,0
Indiana,White #6,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,White #6,State Senate,41,DEM,Joe Pittman,2
Indiana,White #6,State Senate,41,DEM,Susan Boser,0
Indiana,White #6,State Senate,41,DEM,Joe Pitman,0
Indiana,White #6,State Senate,41,DEM,Smith,0
Indiana,White #6,State Senate,41,DEM,Struzzi,0
Indiana,White #6,State Senate,41,DEM,Josie Cunningham,0
Indiana,White #6,State Senate,41,DEM,Jim Watta,0
Indiana,White #6,State Senate,41,DEM,Charles Olson,0
Indiana,White #6,State Senate,41,DEM,Dana Henry,0
Indiana,White #6,State Senate,41,DEM,Juanita Hoover,0
Indiana,Young #1,State Senate,41,DEM,Sam Shutter,0
Indiana,Young #1,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Young #1,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Young #1,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Young #1,State Senate,41,DEM,Joe Pittman,1
Indiana,Young #1,State Senate,41,DEM,Susan Boser,0
Indiana,Young #1,State Senate,41,DEM,Joe Pitman,0
Indiana,Young #1,State Senate,41,DEM,Smith,0
Indiana,Young #1,State Senate,41,DEM,Struzzi,0
Indiana,Young #1,State Senate,41,DEM,Josie Cunningham,0
Indiana,Young #1,State Senate,41,DEM,Jim Watta,0
Indiana,Young #1,State Senate,41,DEM,Charles Olson,0
Indiana,Young #1,State Senate,41,DEM,Dana Henry,0
Indiana,Young #1,State Senate,41,DEM,Juanita Hoover,0
Indiana,Young #2,State Senate,41,DEM,Sam Shutter,0
Indiana,Young #2,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Young #2,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Young #2,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Young #2,State Senate,41,DEM,Joe Pittman,2
Indiana,Young #2,State Senate,41,DEM,Susan Boser,0
Indiana,Young #2,State Senate,41,DEM,Joe Pitman,0
Indiana,Young #2,State Senate,41,DEM,Smith,0
Indiana,Young #2,State Senate,41,DEM,Struzzi,0
Indiana,Young #2,State Senate,41,DEM,Josie Cunningham,0
Indiana,Young #2,State Senate,41,DEM,Jim Watta,0
Indiana,Young #2,State Senate,41,DEM,Charles Olson,0
Indiana,Young #2,State Senate,41,DEM,Dana Henry,0
Indiana,Young #2,State Senate,41,DEM,Juanita Hoover,0
Indiana,Young #3,State Senate,41,DEM,Sam Shutter,0
Indiana,Young #3,State Senate,41,DEM,Jeff Widdowson,0
Indiana,Young #3,State Senate,41,DEM,Logan Dellafiora,0
Indiana,Young #3,State Senate,41,DEM,Joseph A. Pittman,0
Indiana,Young #3,State Senate,41,DEM,Joe Pittman,1
Indiana,Young #3,State Senate,41,DEM,Susan Boser,0
Indiana,Young #3,State Senate,41,DEM,Joe Pitman,0
Indiana,Young #3,State Senate,41,DEM,Smith,0
Indiana,Young #3,State Senate,41,DEM,Struzzi,0
Indiana,Young #3,State Senate,41,DEM,Josie Cunningham,0
Indiana,Young #3,State Senate,41,DEM,Jim Watta,0
Indiana,Young #3,State Senate,41,DEM,Charles Olson,0
Indiana,Young #3,State Senate,41,DEM,Dana Henry,0
Indiana,Young #3,State Senate,41,DEM,Juanita Hoover,0
Indiana,Armagh,State Senate,41,DEM,Calvin Masilela,0
Indiana,Armagh,State Senate,41,DEM,Not Assigned,0
Indiana,Armagh,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Armagh,General Assembly,55,DEM,Not Assigned,0
Indiana,Armstrong #1,State Senate,41,DEM,Calvin Masilela,0
Indiana,Armstrong #1,State Senate,41,DEM,Not Assigned,0
Indiana,Armstrong #1,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Armstrong #1,General Assembly,55,DEM,Not Assigned,0
Indiana,Armstrong #2,State Senate,41,DEM,Calvin Masilela,0
Indiana,Armstrong #2,State Senate,41,DEM,Not Assigned,0
Indiana,Armstrong #2,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Armstrong #2,General Assembly,55,DEM,Not Assigned,0
Indiana,Banks,State Senate,41,DEM,Calvin Masilela,0
Indiana,Banks,State Senate,41,DEM,Not Assigned,1
Indiana,Banks,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Banks,General Assembly,55,DEM,Not Assigned,0
Indiana,Blacklick,State Senate,41,DEM,Calvin Masilela,0
Indiana,Blacklick,State Senate,41,DEM,Not Assigned,1
Indiana,Blacklick,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Blacklick,General Assembly,55,DEM,Not Assigned,0
Indiana,Blairsville #1,State Senate,41,DEM,Calvin Masilela,0
Indiana,Blairsville #1,State Senate,41,DEM,Not Assigned,0
Indiana,Blairsville #1,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Blairsville #1,General Assembly,55,DEM,Not Assigned,0
Indiana,Blairsville #2,State Senate,41,DEM,Calvin Masilela,0
Indiana,Blairsville #2,State Senate,41,DEM,Not Assigned,0
Indiana,Blairsville #2,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Blairsville #2,General Assembly,55,DEM,Not Assigned,0
Indiana,Blairsville #3,State Senate,41,DEM,Calvin Masilela,0
Indiana,Blairsville #3,State Senate,41,DEM,Not Assigned,0
Indiana,Blairsville #3,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Blairsville #3,General Assembly,55,DEM,Not Assigned,0
Indiana,Brushvalley,State Senate,41,DEM,Calvin Masilela,0
Indiana,Brushvalley,State Senate,41,DEM,Not Assigned,0
Indiana,Brushvalley,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Brushvalley,General Assembly,55,DEM,Not Assigned,0
Indiana,Buffington #1,State Senate,41,DEM,Calvin Masilela,0
Indiana,Buffington #1,State Senate,41,DEM,Not Assigned,0
Indiana,Buffington #1,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Buffington #1,General Assembly,55,DEM,Not Assigned,0
Indiana,Buffington #2,State Senate,41,DEM,Calvin Masilela,0
Indiana,Buffington #2,State Senate,41,DEM,Not Assigned,0
Indiana,Buffington #2,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Buffington #2,General Assembly,55,DEM,Not Assigned,0
Indiana,Burrell #1,State Senate,41,DEM,Calvin Masilela,0
Indiana,Burrell #1,State Senate,41,DEM,Not Assigned,1
Indiana,Burrell #1,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Burrell #1,General Assembly,55,DEM,Not Assigned,0
Indiana,Burrell #2,State Senate,41,DEM,Calvin Masilela,0
Indiana,Burrell #2,State Senate,41,DEM,Not Assigned,0
Indiana,Burrell #2,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Burrell #2,General Assembly,55,DEM,Not Assigned,0
Indiana,Canoe,State Senate,41,DEM,Calvin Masilela,0
Indiana,Canoe,State Senate,41,DEM,Not Assigned,0
Indiana,Canoe,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Canoe,General Assembly,55,DEM,Not Assigned,0
Indiana,Center #1,State Senate,41,DEM,Calvin Masilela,0
Indiana,Center #1,State Senate,41,DEM,Not Assigned,0
Indiana,Center #1,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Center #1,General Assembly,55,DEM,Not Assigned,0
Indiana,Center #2,State Senate,41,DEM,Calvin Masilela,0
Indiana,Center #2,State Senate,41,DEM,Not Assigned,1
Indiana,Center #2,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Center #2,General Assembly,55,DEM,Not Assigned,0
Indiana,Center #3,State Senate,41,DEM,Calvin Masilela,0
Indiana,Center #3,State Senate,41,DEM,Not Assigned,0
Indiana,Center #3,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Center #3,General Assembly,55,DEM,Not Assigned,0
Indiana,Cherryhill #1,State Senate,41,DEM,Calvin Masilela,0
Indiana,Cherryhill #1,State Senate,41,DEM,Not Assigned,0
Indiana,Cherryhill #1,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Cherryhill #1,General Assembly,55,DEM,Not Assigned,0
Indiana,Cherryhill #2,State Senate,41,DEM,Calvin Masilela,0
Indiana,Cherryhill #2,State Senate,41,DEM,Not Assigned,0
Indiana,Cherryhill #2,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Cherryhill #2,General Assembly,55,DEM,Not Assigned,0
Indiana,Cherry Tree,State Senate,41,DEM,Calvin Masilela,0
Indiana,Cherry Tree,State Senate,41,DEM,Not Assigned,0
Indiana,Cherry Tree,General Assembly,55,DEM,Joseph A. Petrarca,0
Indiana,Cherry Tree,General Assembly,55,DEM,Not Assigned,0
Indiana,Clymer,State Senate,41,DEM,Calvin Masilela,0
Indiana,Clymer,State Senate,41,DEM,Not Assigned,1
Indiana,Clymer,General Assembly,55,DEM,Joseph A. Petrarca,0
