county,precinct,office,district,party,candidate,votes
Indiana,Shelocta,President,,REP,Mike Bloomberg,0
Indiana,Shelocta,President,,REP,Elizabeth Warren,0
Indiana,Shelocta,President,,REP,Rand Paul,0
Indiana,Shelocta,President,,REP,Mike Pence,0
Indiana,Shelocta,President,,REP,Charles Crossland,0
Indiana,Shelocta,President,,REP,Justin Amash,0
Indiana,Smicksburg,President,,REP,Michelle Obama,0
Indiana,Smicksburg,President,,REP,Larry Hogan,0
Indiana,Smicksburg,President,,REP,Michael Pence,0
Indiana,Smicksburg,President,,REP,Andrew Cuomo,0
Indiana,Smicksburg,President,,REP,Lindsey Graham,0
Indiana,Smicksburg,President,,REP,Mitt Romney,0
Indiana,Smicksburg,President,,REP,Paul Ryan,0
Indiana,Smicksburg,President,,REP,Joe Biden,0
Indiana,Smicksburg,President,,REP,Mike Bloomberg,0
Indiana,Smicksburg,President,,REP,Elizabeth Warren,0
Indiana,Smicksburg,President,,REP,Rand Paul,0
Indiana,Smicksburg,President,,REP,Mike Pence,0
Indiana,Smicksburg,President,,REP,Charles Crossland,0
Indiana,Smicksburg,President,,REP,Justin Amash,0
Indiana,Washington,President,,REP,Michelle Obama,0
Indiana,Washington,President,,REP,Larry Hogan,0
Indiana,Washington,President,,REP,Michael Pence,0
Indiana,Washington,President,,REP,Andrew Cuomo,0
Indiana,Washington,President,,REP,Lindsey Graham,0
Indiana,Washington,President,,REP,Mitt Romney,2
Indiana,Washington,President,,REP,Paul Ryan,0
Indiana,Washington,President,,REP,Joe Biden,2
Indiana,Washington,President,,REP,Mike Bloomberg,0
Indiana,Washington,President,,REP,Elizabeth Warren,0
Indiana,Washington,President,,REP,Rand Paul,0
Indiana,Washington,President,,REP,Mike Pence,0
Indiana,Washington,President,,REP,Charles Crossland,0
Indiana,Washington,President,,REP,Justin Amash,0
Indiana,East Wheatfield #1,President,,REP,Michelle Obama,0
Indiana,East Wheatfield #1,President,,REP,Larry Hogan,0
Indiana,East Wheatfield #1,President,,REP,Michael Pence,0
Indiana,East Wheatfield #1,President,,REP,Andrew Cuomo,0
Indiana,East Wheatfield #1,President,,REP,Lindsey Graham,0
Indiana,East Wheatfield #1,President,,REP,Mitt Romney,2
Indiana,East Wheatfield #1,President,,REP,Paul Ryan,0
Indiana,East Wheatfield #1,President,,REP,Joe Biden,1
Indiana,East Wheatfield #1,President,,REP,Mike Bloomberg,0
Indiana,East Wheatfield #1,President,,REP,Elizabeth Warren,0
Indiana,East Wheatfield #1,President,,REP,Rand Paul,0
Indiana,East Wheatfield #1,President,,REP,Mike Pence,0
Indiana,East Wheatfield #1,President,,REP,Charles Crossland,0
Indiana,East Wheatfield #1,President,,REP,Justin Amash,0
Indiana,East Wheatfield #2,President,,REP,Michelle Obama,0
Indiana,East Wheatfield #2,President,,REP,Larry Hogan,0
Indiana,East Wheatfield #2,President,,REP,Michael Pence,0
Indiana,East Wheatfield #2,President,,REP,Andrew Cuomo,0
Indiana,East Wheatfield #2,President,,REP,Lindsey Graham,0
Indiana,East Wheatfield #2,President,,REP,Mitt Romney,0
Indiana,East Wheatfield #2,President,,REP,Paul Ryan,0
Indiana,East Wheatfield #2,President,,REP,Joe Biden,0
Indiana,East Wheatfield #2,President,,REP,Mike Bloomberg,0
Indiana,East Wheatfield #2,President,,REP,Elizabeth Warren,0
Indiana,East Wheatfield #2,President,,REP,Rand Paul,0
Indiana,East Wheatfield #2,President,,REP,Mike Pence,0
Indiana,East Wheatfield #2,President,,REP,Charles Crossland,0
Indiana,East Wheatfield #2,President,,REP,Justin Amash,0
Indiana,West Wheatfield #1,President,,REP,Michelle Obama,0
Indiana,West Wheatfield #1,President,,REP,Larry Hogan,0
Indiana,West Wheatfield #1,President,,REP,Michael Pence,0
Indiana,West Wheatfield #1,President,,REP,Andrew Cuomo,0
Indiana,West Wheatfield #1,President,,REP,Lindsey Graham,0
Indiana,West Wheatfield #1,President,,REP,Mitt Romney,0
Indiana,West Wheatfield #1,President,,REP,Paul Ryan,0
Indiana,West Wheatfield #1,President,,REP,Joe Biden,0
Indiana,West Wheatfield #1,President,,REP,Mike Bloomberg,0
Indiana,West Wheatfield #1,President,,REP,Elizabeth Warren,0
Indiana,West Wheatfield #1,President,,REP,Rand Paul,0
Indiana,West Wheatfield #1,President,,REP,Mike Pence,0
Indiana,West Wheatfield #1,President,,REP,Charles Crossland,0
Indiana,West Wheatfield #1,President,,REP,Justin Amash,0
Indiana,West Wheatfield #2,President,,REP,Michelle Obama,0
Indiana,West Wheatfield #2,President,,REP,Larry Hogan,0
Indiana,West Wheatfield #2,President,,REP,Michael Pence,0
Indiana,West Wheatfield #2,President,,REP,Andrew Cuomo,0
Indiana,West Wheatfield #2,President,,REP,Lindsey Graham,0
Indiana,West Wheatfield #2,President,,REP,Mitt Romney,0
Indiana,West Wheatfield #2,President,,REP,Paul Ryan,0
Indiana,West Wheatfield #2,President,,REP,Joe Biden,1
Indiana,West Wheatfield #2,President,,REP,Mike Bloomberg,0
Indiana,West Wheatfield #2,President,,REP,Elizabeth Warren,0
Indiana,West Wheatfield #2,President,,REP,Rand Paul,0
Indiana,West Wheatfield #2,President,,REP,Mike Pence,0
Indiana,West Wheatfield #2,President,,REP,Charles Crossland,0
Indiana,West Wheatfield #2,President,,REP,Justin Amash,0
Indiana,White #1,President,,REP,Michelle Obama,0
Indiana,White #1,President,,REP,Larry Hogan,0
Indiana,White #1,President,,REP,Michael Pence,0
Indiana,White #1,President,,REP,Andrew Cuomo,0
Indiana,White #1,President,,REP,Lindsey Graham,0
Indiana,White #1,President,,REP,Mitt Romney,0
Indiana,White #1,President,,REP,Paul Ryan,0
Indiana,White #1,President,,REP,Joe Biden,5
Indiana,White #1,President,,REP,Mike Bloomberg,0
Indiana,White #1,President,,REP,Elizabeth Warren,0
Indiana,White #1,President,,REP,Rand Paul,0
Indiana,White #1,President,,REP,Mike Pence,0
Indiana,White #1,President,,REP,Charles Crossland,0
Indiana,White #1,President,,REP,Justin Amash,0
Indiana,White #2,President,,REP,Michelle Obama,0
Indiana,White #2,President,,REP,Larry Hogan,0
Indiana,White #2,President,,REP,Michael Pence,0
Indiana,White #2,President,,REP,Andrew Cuomo,0
Indiana,White #2,President,,REP,Lindsey Graham,0
Indiana,White #2,President,,REP,Mitt Romney,1
Indiana,White #2,President,,REP,Paul Ryan,0
Indiana,White #2,President,,REP,Joe Biden,6
Indiana,White #2,President,,REP,Mike Bloomberg,0
Indiana,White #2,President,,REP,Elizabeth Warren,0
Indiana,White #2,President,,REP,Rand Paul,0
Indiana,White #2,President,,REP,Mike Pence,0
Indiana,White #2,President,,REP,Charles Crossland,1
Indiana,White #2,President,,REP,Justin Amash,0
Indiana,White #3/1,President,,REP,Michelle Obama,0
Indiana,White #3/1,President,,REP,Larry Hogan,0
Indiana,White #3/1,President,,REP,Michael Pence,0
Indiana,White #3/1,President,,REP,Andrew Cuomo,0
Indiana,White #3/1,President,,REP,Lindsey Graham,0
Indiana,White #3/1,President,,REP,Mitt Romney,0
Indiana,White #3/1,President,,REP,Paul Ryan,0
Indiana,White #3/1,President,,REP,Joe Biden,8
Indiana,White #3/1,President,,REP,Mike Bloomberg,0
Indiana,White #3/1,President,,REP,Elizabeth Warren,0
Indiana,White #3/1,President,,REP,Rand Paul,0
Indiana,White #3/1,President,,REP,Mike Pence,0
Indiana,White #3/1,President,,REP,Charles Crossland,0
Indiana,White #3/1,President,,REP,Justin Amash,0
Indiana,White #3/2,President,,REP,Michelle Obama,0
Indiana,White #3/2,President,,REP,Larry Hogan,0
Indiana,White #3/2,President,,REP,Michael Pence,0
Indiana,White #3/2,President,,REP,Andrew Cuomo,0
Indiana,White #3/2,President,,REP,Lindsey Graham,0
Indiana,White #3/2,President,,REP,Mitt Romney,3
Indiana,White #3/2,President,,REP,Paul Ryan,0
Indiana,White #3/2,President,,REP,Joe Biden,1
Indiana,White #3/2,President,,REP,Mike Bloomberg,0
Indiana,White #3/2,President,,REP,Elizabeth Warren,0
Indiana,White #3/2,President,,REP,Rand Paul,0
Indiana,White #3/2,President,,REP,Mike Pence,0
Indiana,White #3/2,President,,REP,Charles Crossland,0
Indiana,White #3/2,President,,REP,Justin Amash,0
Indiana,White #3/3,President,,REP,Michelle Obama,0
Indiana,White #3/3,President,,REP,Larry Hogan,0
Indiana,White #3/3,President,,REP,Michael Pence,0
Indiana,White #3/3,President,,REP,Andrew Cuomo,0
Indiana,White #3/3,President,,REP,Lindsey Graham,0
Indiana,White #3/3,President,,REP,Mitt Romney,0
Indiana,White #3/3,President,,REP,Paul Ryan,0
Indiana,White #3/3,President,,REP,Joe Biden,3
Indiana,White #3/3,President,,REP,Mike Bloomberg,0
Indiana,White #3/3,President,,REP,Elizabeth Warren,0
Indiana,White #3/3,President,,REP,Rand Paul,0
Indiana,White #3/3,President,,REP,Mike Pence,0
Indiana,White #3/3,President,,REP,Charles Crossland,0
Indiana,White #3/3,President,,REP,Justin Amash,0
Indiana,White #4-5,President,,REP,Michelle Obama,0
Indiana,White #4-5,President,,REP,Larry Hogan,0
Indiana,White #4-5,President,,REP,Michael Pence,0
Indiana,White #4-5,President,,REP,Andrew Cuomo,0
Indiana,White #4-5,President,,REP,Lindsey Graham,0
Indiana,White #4-5,President,,REP,Mitt Romney,1
Indiana,White #4-5,President,,REP,Paul Ryan,0
Indiana,White #4-5,President,,REP,Joe Biden,0
Indiana,White #4-5,President,,REP,Mike Bloomberg,0
Indiana,White #4-5,President,,REP,Elizabeth Warren,0
Indiana,White #4-5,President,,REP,Rand Paul,0
Indiana,White #4-5,President,,REP,Mike Pence,0
Indiana,White #4-5,President,,REP,Charles Crossland,0
Indiana,White #4-5,President,,REP,Justin Amash,0
Indiana,White #6,President,,REP,Michelle Obama,0
Indiana,White #6,President,,REP,Larry Hogan,0
Indiana,White #6,President,,REP,Michael Pence,0
Indiana,White #6,President,,REP,Andrew Cuomo,0
Indiana,White #6,President,,REP,Lindsey Graham,0
Indiana,White #6,President,,REP,Mitt Romney,0
Indiana,White #6,President,,REP,Paul Ryan,0
Indiana,White #6,President,,REP,Joe Biden,3
Indiana,White #6,President,,REP,Mike Bloomberg,0
Indiana,White #6,President,,REP,Elizabeth Warren,0
Indiana,White #6,President,,REP,Rand Paul,0
Indiana,White #6,President,,REP,Mike Pence,0
Indiana,White #6,President,,REP,Charles Crossland,0
Indiana,White #6,President,,REP,Justin Amash,0
Indiana,Young #1,President,,REP,Michelle Obama,0
Indiana,Young #1,President,,REP,Larry Hogan,0
Indiana,Young #1,President,,REP,Michael Pence,0
Indiana,Young #1,President,,REP,Andrew Cuomo,0
Indiana,Young #1,President,,REP,Lindsey Graham,0
Indiana,Young #1,President,,REP,Mitt Romney,0
Indiana,Young #1,President,,REP,Paul Ryan,0
Indiana,Young #1,President,,REP,Joe Biden,0
Indiana,Young #1,President,,REP,Mike Bloomberg,0
Indiana,Young #1,President,,REP,Elizabeth Warren,0
Indiana,Young #1,President,,REP,Rand Paul,0
Indiana,Young #1,President,,REP,Mike Pence,0
Indiana,Young #1,President,,REP,Charles Crossland,0
Indiana,Young #1,President,,REP,Justin Amash,0
Indiana,Young #2,President,,REP,Michelle Obama,0
Indiana,Young #2,President,,REP,Larry Hogan,0
Indiana,Young #2,President,,REP,Michael Pence,0
Indiana,Young #2,President,,REP,Andrew Cuomo,0
Indiana,Young #2,President,,REP,Lindsey Graham,0
Indiana,Young #2,President,,REP,Mitt Romney,0
Indiana,Young #2,President,,REP,Paul Ryan,0
Indiana,Young #2,President,,REP,Joe Biden,0
Indiana,Young #2,President,,REP,Mike Bloomberg,0
Indiana,Young #2,President,,REP,Elizabeth Warren,0
Indiana,Young #2,President,,REP,Rand Paul,0
Indiana,Young #2,President,,REP,Mike Pence,0
Indiana,Young #2,President,,REP,Charles Crossland,0
Indiana,Young #2,President,,REP,Justin Amash,0
Indiana,Young #3,President,,REP,Michelle Obama,0
Indiana,Young #3,President,,REP,Larry Hogan,0
Indiana,Young #3,President,,REP,Michael Pence,0
Indiana,Young #3,President,,REP,Andrew Cuomo,0
Indiana,Young #3,President,,REP,Lindsey Graham,0
Indiana,Young #3,President,,REP,Mitt Romney,0
Indiana,Young #3,President,,REP,Paul Ryan,0
Indiana,Young #3,President,,REP,Joe Biden,0
Indiana,Young #3,President,,REP,Mike Bloomberg,0
Indiana,Young #3,President,,REP,Elizabeth Warren,0
Indiana,Young #3,President,,REP,Rand Paul,0
Indiana,Young #3,President,,REP,Mike Pence,0
Indiana,Young #3,President,,REP,Charles Crossland,0
Indiana,Young #3,President,,REP,Justin Amash,0
Indiana,Armagh,President,,REP,Andrew Bryan Seal,0
Indiana,Armagh,President,,REP,Not Assigned,0
Indiana,Armagh,Attorney General,,REP,Heather Heidelbaugh,14
Indiana,Armagh,Attorney General,,REP,John Smith,0
Indiana,Armagh,Attorney General,,REP,Tom Smith,0
Indiana,Armagh,Attorney General,,REP,John Rafferty,0
Indiana,Armagh,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Armagh,Attorney General,,REP,Chad Repine,0
Indiana,Armagh,Attorney General,,REP,Eric Cook,0
Indiana,Armagh,Attorney General,,REP,Joe Black,0
Indiana,Armagh,Attorney General,,REP,Thad Montgomery,0
Indiana,Armstrong #1,President,,REP,Andrew Bryan Seal,0
Indiana,Armstrong #1,President,,REP,Not Assigned,0
Indiana,Armstrong #1,Attorney General,,REP,Heather Heidelbaugh,108
Indiana,Armstrong #1,Attorney General,,REP,John Smith,0
Indiana,Armstrong #1,Attorney General,,REP,Tom Smith,0
Indiana,Armstrong #1,Attorney General,,REP,John Rafferty,0
Indiana,Armstrong #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Armstrong #1,Attorney General,,REP,Chad Repine,0
Indiana,Armstrong #1,Attorney General,,REP,Eric Cook,0
Indiana,Armstrong #1,Attorney General,,REP,Joe Black,0
Indiana,Armstrong #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Armstrong #2,President,,REP,Andrew Bryan Seal,0
Indiana,Armstrong #2,President,,REP,Not Assigned,0
Indiana,Armstrong #2,Attorney General,,REP,Heather Heidelbaugh,318
Indiana,Armstrong #2,Attorney General,,REP,John Smith,0
Indiana,Armstrong #2,Attorney General,,REP,Tom Smith,0
Indiana,Armstrong #2,Attorney General,,REP,John Rafferty,0
Indiana,Armstrong #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Armstrong #2,Attorney General,,REP,Chad Repine,0
Indiana,Armstrong #2,Attorney General,,REP,Eric Cook,0
Indiana,Armstrong #2,Attorney General,,REP,Joe Black,0
Indiana,Armstrong #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Banks,President,,REP,Andrew Bryan Seal,0
Indiana,Banks,President,,REP,Not Assigned,0
Indiana,Banks,Attorney General,,REP,Heather Heidelbaugh,151
Indiana,Banks,Attorney General,,REP,John Smith,0
Indiana,Banks,Attorney General,,REP,Tom Smith,0
Indiana,Banks,Attorney General,,REP,John Rafferty,0
Indiana,Banks,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Banks,Attorney General,,REP,Chad Repine,0
Indiana,Banks,Attorney General,,REP,Eric Cook,0
Indiana,Banks,Attorney General,,REP,Joe Black,0
Indiana,Banks,Attorney General,,REP,Thad Montgomery,0
Indiana,Blacklick,President,,REP,Andrew Bryan Seal,0
Indiana,Blacklick,President,,REP,Not Assigned,0
Indiana,Blacklick,Attorney General,,REP,Heather Heidelbaugh,204
Indiana,Blacklick,Attorney General,,REP,John Smith,0
Indiana,Blacklick,Attorney General,,REP,Tom Smith,0
Indiana,Blacklick,Attorney General,,REP,John Rafferty,0
Indiana,Blacklick,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Blacklick,Attorney General,,REP,Chad Repine,0
Indiana,Blacklick,Attorney General,,REP,Eric Cook,0
Indiana,Blacklick,Attorney General,,REP,Joe Black,0
Indiana,Blacklick,Attorney General,,REP,Thad Montgomery,0
Indiana,Blairsville #1,President,,REP,Andrew Bryan Seal,0
Indiana,Blairsville #1,President,,REP,Not Assigned,0
Indiana,Blairsville #1,Attorney General,,REP,Heather Heidelbaugh,104
Indiana,Blairsville #1,Attorney General,,REP,John Smith,0
Indiana,Blairsville #1,Attorney General,,REP,Tom Smith,0
Indiana,Blairsville #1,Attorney General,,REP,John Rafferty,0
Indiana,Blairsville #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Blairsville #1,Attorney General,,REP,Chad Repine,0
Indiana,Blairsville #1,Attorney General,,REP,Eric Cook,0
Indiana,Blairsville #1,Attorney General,,REP,Joe Black,0
Indiana,Blairsville #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Blairsville #2,President,,REP,Andrew Bryan Seal,0
Indiana,Blairsville #2,President,,REP,Not Assigned,0
Indiana,Blairsville #2,Attorney General,,REP,Heather Heidelbaugh,111
Indiana,Blairsville #2,Attorney General,,REP,John Smith,0
Indiana,Blairsville #2,Attorney General,,REP,Tom Smith,0
Indiana,Blairsville #2,Attorney General,,REP,John Rafferty,0
Indiana,Blairsville #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Blairsville #2,Attorney General,,REP,Chad Repine,0
Indiana,Blairsville #2,Attorney General,,REP,Eric Cook,0
Indiana,Blairsville #2,Attorney General,,REP,Joe Black,0
Indiana,Blairsville #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Blairsville #3,President,,REP,Andrew Bryan Seal,0
Indiana,Blairsville #3,President,,REP,Not Assigned,0
Indiana,Blairsville #3,Attorney General,,REP,Heather Heidelbaugh,114
Indiana,Blairsville #3,Attorney General,,REP,John Smith,0
Indiana,Blairsville #3,Attorney General,,REP,Tom Smith,0
Indiana,Blairsville #3,Attorney General,,REP,John Rafferty,0
Indiana,Blairsville #3,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Blairsville #3,Attorney General,,REP,Chad Repine,0
Indiana,Blairsville #3,Attorney General,,REP,Eric Cook,0
Indiana,Blairsville #3,Attorney General,,REP,Joe Black,0
Indiana,Blairsville #3,Attorney General,,REP,Thad Montgomery,0
Indiana,Brushvalley,President,,REP,Andrew Bryan Seal,0
Indiana,Brushvalley,President,,REP,Not Assigned,0
Indiana,Brushvalley,Attorney General,,REP,Heather Heidelbaugh,229
Indiana,Brushvalley,Attorney General,,REP,John Smith,0
Indiana,Brushvalley,Attorney General,,REP,Tom Smith,0
Indiana,Brushvalley,Attorney General,,REP,John Rafferty,0
Indiana,Brushvalley,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Brushvalley,Attorney General,,REP,Chad Repine,0
Indiana,Brushvalley,Attorney General,,REP,Eric Cook,0
Indiana,Brushvalley,Attorney General,,REP,Joe Black,0
Indiana,Brushvalley,Attorney General,,REP,Thad Montgomery,0
Indiana,Buffington #1,President,,REP,Andrew Bryan Seal,0
Indiana,Buffington #1,President,,REP,Not Assigned,0
Indiana,Buffington #1,Attorney General,,REP,Heather Heidelbaugh,134
Indiana,Buffington #1,Attorney General,,REP,John Smith,0
Indiana,Buffington #1,Attorney General,,REP,Tom Smith,0
Indiana,Buffington #1,Attorney General,,REP,John Rafferty,0
Indiana,Buffington #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Buffington #1,Attorney General,,REP,Chad Repine,0
Indiana,Buffington #1,Attorney General,,REP,Eric Cook,0
Indiana,Buffington #1,Attorney General,,REP,Joe Black,0
Indiana,Buffington #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Buffington #2,President,,REP,Andrew Bryan Seal,0
Indiana,Buffington #2,President,,REP,Not Assigned,0
Indiana,Buffington #2,Attorney General,,REP,Heather Heidelbaugh,37
Indiana,Buffington #2,Attorney General,,REP,John Smith,0
Indiana,Buffington #2,Attorney General,,REP,Tom Smith,0
Indiana,Buffington #2,Attorney General,,REP,John Rafferty,0
Indiana,Buffington #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Buffington #2,Attorney General,,REP,Chad Repine,0
Indiana,Buffington #2,Attorney General,,REP,Eric Cook,0
Indiana,Buffington #2,Attorney General,,REP,Joe Black,0
Indiana,Buffington #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Burrell #1,President,,REP,Andrew Bryan Seal,0
Indiana,Burrell #1,President,,REP,Not Assigned,0
Indiana,Burrell #1,Attorney General,,REP,Heather Heidelbaugh,146
Indiana,Burrell #1,Attorney General,,REP,John Smith,0
Indiana,Burrell #1,Attorney General,,REP,Tom Smith,0
Indiana,Burrell #1,Attorney General,,REP,John Rafferty,0
Indiana,Burrell #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Burrell #1,Attorney General,,REP,Chad Repine,0
Indiana,Burrell #1,Attorney General,,REP,Eric Cook,0
Indiana,Burrell #1,Attorney General,,REP,Joe Black,0
Indiana,Burrell #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Burrell #2,President,,REP,Andrew Bryan Seal,0
Indiana,Burrell #2,President,,REP,Not Assigned,0
Indiana,Burrell #2,Attorney General,,REP,Heather Heidelbaugh,218
Indiana,Burrell #2,Attorney General,,REP,John Smith,1
Indiana,Burrell #2,Attorney General,,REP,Tom Smith,1
Indiana,Burrell #2,Attorney General,,REP,John Rafferty,0
Indiana,Burrell #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Burrell #2,Attorney General,,REP,Chad Repine,0
Indiana,Burrell #2,Attorney General,,REP,Eric Cook,0
Indiana,Burrell #2,Attorney General,,REP,Joe Black,0
Indiana,Burrell #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Canoe,President,,REP,Andrew Bryan Seal,0
Indiana,Canoe,President,,REP,Not Assigned,0
Indiana,Canoe,Attorney General,,REP,Heather Heidelbaugh,174
Indiana,Canoe,Attorney General,,REP,John Smith,0
Indiana,Canoe,Attorney General,,REP,Tom Smith,0
Indiana,Canoe,Attorney General,,REP,John Rafferty,0
Indiana,Canoe,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Canoe,Attorney General,,REP,Chad Repine,0
Indiana,Canoe,Attorney General,,REP,Eric Cook,0
Indiana,Canoe,Attorney General,,REP,Joe Black,0
Indiana,Canoe,Attorney General,,REP,Thad Montgomery,0
Indiana,Center #1,President,,REP,Andrew Bryan Seal,0
Indiana,Center #1,President,,REP,Not Assigned,0
Indiana,Center #1,Attorney General,,REP,Heather Heidelbaugh,151
Indiana,Center #1,Attorney General,,REP,John Smith,0
Indiana,Center #1,Attorney General,,REP,Tom Smith,0
Indiana,Center #1,Attorney General,,REP,John Rafferty,0
Indiana,Center #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Center #1,Attorney General,,REP,Chad Repine,0
Indiana,Center #1,Attorney General,,REP,Eric Cook,0
Indiana,Center #1,Attorney General,,REP,Joe Black,0
Indiana,Center #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Center #2,President,,REP,Andrew Bryan Seal,0
Indiana,Center #2,President,,REP,Not Assigned,0
Indiana,Center #2,Attorney General,,REP,Heather Heidelbaugh,103
Indiana,Center #2,Attorney General,,REP,John Smith,0
Indiana,Center #2,Attorney General,,REP,Tom Smith,0
Indiana,Center #2,Attorney General,,REP,John Rafferty,0
Indiana,Center #2,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Center #2,Attorney General,,REP,Chad Repine,0
Indiana,Center #2,Attorney General,,REP,Eric Cook,0
Indiana,Center #2,Attorney General,,REP,Joe Black,0
Indiana,Center #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Center #3,President,,REP,Andrew Bryan Seal,0
Indiana,Center #3,President,,REP,Not Assigned,0
Indiana,Center #3,Attorney General,,REP,Heather Heidelbaugh,185
Indiana,Center #3,Attorney General,,REP,John Smith,0
Indiana,Center #3,Attorney General,,REP,Tom Smith,0
Indiana,Center #3,Attorney General,,REP,John Rafferty,1
Indiana,Center #3,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Center #3,Attorney General,,REP,Chad Repine,0
Indiana,Center #3,Attorney General,,REP,Eric Cook,0
Indiana,Center #3,Attorney General,,REP,Joe Black,0
Indiana,Center #3,Attorney General,,REP,Thad Montgomery,0
Indiana,Cherryhill #1,President,,REP,Andrew Bryan Seal,0
Indiana,Cherryhill #1,President,,REP,Not Assigned,0
Indiana,Cherryhill #1,Attorney General,,REP,Heather Heidelbaugh,240
Indiana,Cherryhill #1,Attorney General,,REP,John Smith,0
Indiana,Cherryhill #1,Attorney General,,REP,Tom Smith,0
Indiana,Cherryhill #1,Attorney General,,REP,John Rafferty,0
Indiana,Cherryhill #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Cherryhill #1,Attorney General,,REP,Chad Repine,0
Indiana,Cherryhill #1,Attorney General,,REP,Eric Cook,0
Indiana,Cherryhill #1,Attorney General,,REP,Joe Black,0
Indiana,Cherryhill #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Cherryhill #2,President,,REP,Andrew Bryan Seal,0
Indiana,Cherryhill #2,President,,REP,Not Assigned,1
Indiana,Cherryhill #2,Attorney General,,REP,Heather Heidelbaugh,117
Indiana,Cherryhill #2,Attorney General,,REP,John Smith,0
Indiana,Cherryhill #2,Attorney General,,REP,Tom Smith,0
Indiana,Cherryhill #2,Attorney General,,REP,John Rafferty,0
Indiana,Cherryhill #2,Attorney General,,REP,Tyler Jon Houck,1
Indiana,Cherryhill #2,Attorney General,,REP,Chad Repine,0
Indiana,Cherryhill #2,Attorney General,,REP,Eric Cook,0
Indiana,Cherryhill #2,Attorney General,,REP,Joe Black,0
Indiana,Cherryhill #2,Attorney General,,REP,Thad Montgomery,0
Indiana,Cherry Tree,President,,REP,Andrew Bryan Seal,0
Indiana,Cherry Tree,President,,REP,Not Assigned,0
Indiana,Cherry Tree,Attorney General,,REP,Heather Heidelbaugh,34
Indiana,Cherry Tree,Attorney General,,REP,John Smith,0
Indiana,Cherry Tree,Attorney General,,REP,Tom Smith,0
Indiana,Cherry Tree,Attorney General,,REP,John Rafferty,0
Indiana,Cherry Tree,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Cherry Tree,Attorney General,,REP,Chad Repine,0
Indiana,Cherry Tree,Attorney General,,REP,Eric Cook,0
Indiana,Cherry Tree,Attorney General,,REP,Joe Black,0
Indiana,Cherry Tree,Attorney General,,REP,Thad Montgomery,0
Indiana,Clymer,President,,REP,Andrew Bryan Seal,0
Indiana,Clymer,President,,REP,Not Assigned,0
Indiana,Clymer,Attorney General,,REP,Heather Heidelbaugh,113
Indiana,Clymer,Attorney General,,REP,John Smith,0
Indiana,Clymer,Attorney General,,REP,Tom Smith,0
Indiana,Clymer,Attorney General,,REP,John Rafferty,0
Indiana,Clymer,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Clymer,Attorney General,,REP,Chad Repine,0
Indiana,Clymer,Attorney General,,REP,Eric Cook,0
Indiana,Clymer,Attorney General,,REP,Joe Black,0
Indiana,Clymer,Attorney General,,REP,Thad Montgomery,0
Indiana,Conemaugh #1,President,,REP,Andrew Bryan Seal,0
Indiana,Conemaugh #1,President,,REP,Not Assigned,0
Indiana,Conemaugh #1,Attorney General,,REP,Heather Heidelbaugh,45
Indiana,Conemaugh #1,Attorney General,,REP,John Smith,0
Indiana,Conemaugh #1,Attorney General,,REP,Tom Smith,0
Indiana,Conemaugh #1,Attorney General,,REP,John Rafferty,0
Indiana,Conemaugh #1,Attorney General,,REP,Tyler Jon Houck,0
Indiana,Conemaugh #1,Attorney General,,REP,Chad Repine,0
Indiana,Conemaugh #1,Attorney General,,REP,Eric Cook,0
Indiana,Conemaugh #1,Attorney General,,REP,Joe Black,0
Indiana,Conemaugh #1,Attorney General,,REP,Thad Montgomery,0
Indiana,Conemaugh #2,President,,REP,Andrew Bryan Seal,0
Indiana,Conemaugh #2,President,,REP,Not Assigned,0
